road_spectrum_ratio,cavity_ratio,edge_density,non_road_ratio,average_brightness,defect_type,location_type
13.18,16.03,14.74,52.83,101.8,Pothole,Non-Road
5.22,6.8,9.43,65.95,127.38,Damage,Non-Road
76.8,20.09,9.61,8.03,107.87,Pothole,Road
68.45,20.1,14.21,0.09,129.17,Pothole,Road
27.24,19.05,16.19,66.73,115.81,Pothole,Non-Road
14.41,0.64,3.16,55.02,126.49,None,Non-Road
75.35,18.45,16.09,3.63,135.47,Pothole,Road
68.69,7.31,12.14,11.69,131.68,Damage,Road
6.04,2.02,32.57,62.2,133.65,Crack,Non-Road
56.38,3.39,6.64,6.47,69.47,Damage,Road
21.42,0.82,2.57,68.08,142.29,None,Non-Road
12.39,1.76,31.66,54.75,108.15,Crack,Non-Road
64.85,0.37,10.63,5.15,78.87,Damage,Road
13.44,0.19,2.42,79.27,116.67,None,Non-Road
70.81,8.02,5.15,10.59,105.99,Damage,Road
10.63,0.33,1.83,70.37,72.39,None,Non-Road
72.34,21.17,14.34,9.12,136.06,Pothole,Road
77.33,8.46,9.04,5.01,94.69,Damage,Road
73.81,2.18,34.36,6.87,73.11,Crack,Road
68.05,0.98,2.75,10.0,100.69,None,Road
20.84,1.76,35.62,81.39,100.24,Crack,Non-Road
64.45,3.32,35.62,14.55,110.94,Crack,Road
75.56,5.62,12.98,6.86,106.18,Damage,Road
6.54,0.57,1.57,72.76,121.86,None,Non-Road
73.59,0.72,35.81,1.27,155.73,Crack,Road
20.64,3.29,39.56,73.32,108.28,Crack,Non-Road
21.52,0.98,28.02,61.98,85.78,Crack,Non-Road
5.67,15.14,13.93,84.2,146.42,Pothole,Non-Road
69.48,1.28,1.97,7.11,133.37,None,Road
85.88,0.42,1.4,11.63,98.15,None,Road
72.34,1.6,22.61,3.49,61.35,Crack,Road
1.96,1.97,38.22,71.65,78.1,Crack,Non-Road
77.22,3.16,36.51,13.6,125.32,Crack,Road
69.67,3.23,32.2,6.67,107.26,Crack,Road
79.0,0.27,36.96,3.41,96.89,Crack,Road
26.61,2.08,28.51,65.34,112.71,Crack,Non-Road
78.36,20.5,17.84,8.45,113.34,Pothole,Road
60.95,0.27,35.29,2.12,73.84,Crack,Road
80.99,2.32,29.17,16.33,106.25,Crack,Road
17.9,18.84,16.34,45.67,149.06,Pothole,Non-Road
65.83,0.73,0.54,14.12,106.35,None,Road
61.16,1.13,38.04,9.32,147.33,Crack,Road
9.89,1.39,2.29,48.41,93.71,None,Non-Road
9.88,24.6,11.64,83.34,86.53,Pothole,Non-Road
13.78,3.71,32.04,90.19,124.18,Crack,Non-Road
15.6,0.49,0.61,70.34,94.9,None,Non-Road
13.0,1.4,27.47,73.98,102.59,Crack,Non-Road
9.64,0.73,2.05,44.32,60.17,None,Non-Road
58.68,24.04,11.47,8.87,65.03,Pothole,Road
14.4,2.49,35.16,67.42,103.58,Crack,Non-Road
16.67,1.6,0.7,55.84,108.22,None,Non-Road
56.06,18.89,14.34,9.64,123.77,Pothole,Road
66.38,26.12,8.24,5.59,129.68,Pothole,Road
80.38,9.16,11.66,10.41,88.45,Damage,Road
8.02,2.71,27.07,51.81,96.59,Crack,Non-Road
13.9,1.04,0.56,65.17,100.3,None,Non-Road
77.94,6.76,11.02,0.0,81.76,Damage,Road
67.45,19.65,12.25,5.83,124.6,Pothole,Road
82.92,1.91,32.72,7.48,71.51,Crack,Road
18.04,27.26,15.74,58.8,98.62,Pothole,Non-Road
59.97,11.47,12.04,10.05,90.33,Damage,Road
62.3,24.42,16.58,10.77,117.54,Pothole,Road
11.7,1.55,1.92,76.9,110.87,None,Non-Road
72.07,1.21,4.02,11.7,114.59,None,Road
80.33,0.59,1.11,7.31,124.34,None,Road
2.16,0.89,2.95,78.61,47.93,None,Non-Road
13.47,1.96,23.29,55.9,114.52,Crack,Non-Road
56.62,2.86,29.5,4.4,122.45,Crack,Road
72.63,4.2,25.55,11.48,90.44,Crack,Road
77.85,4.3,33.68,5.7,107.82,Crack,Road
82.74,1.44,2.05,10.09,114.44,None,Road
14.68,1.71,28.69,56.17,120.81,Crack,Non-Road
62.45,19.89,9.85,9.92,96.98,Pothole,Road
12.74,7.48,15.22,65.88,145.18,Damage,Non-Road
56.8,1.44,1.96,8.61,73.61,None,Road
11.87,7.86,10.97,68.59,126.89,Damage,Non-Road
13.01,21.85,18.01,57.12,105.7,Pothole,Non-Road
20.73,17.53,16.52,52.4,162.01,Pothole,Non-Road
6.22,1.39,41.49,80.11,122.78,Crack,Non-Road
56.95,20.44,17.99,3.05,119.4,Pothole,Road
13.73,1.37,2.1,53.72,134.26,None,Non-Road
6.69,11.22,11.58,70.76,51.43,Damage,Non-Road
19.58,7.84,3.26,81.35,110.08,Damage,Non-Road
8.64,0.0,34.31,72.07,80.85,Crack,Non-Road
72.42,27.47,14.1,5.81,85.93,Pothole,Road
17.73,8.38,12.49,78.6,66.64,Damage,Non-Road
50.08,2.84,32.31,5.37,130.67,Crack,Road
13.29,17.62,13.95,53.94,187.43,Pothole,Non-Road
67.6,1.35,36.25,13.95,103.41,Crack,Road
16.43,20.28,14.93,80.68,99.61,Pothole,Non-Road
91.32,1.27,2.39,5.72,124.21,None,Road
10.62,6.55,12.59,79.39,135.42,Damage,Non-Road
64.75,2.26,35.72,4.15,161.13,Crack,Road
57.2,0.22,2.92,14.35,136.62,None,Road
7.28,1.35,2.49,57.87,105.94,None,Non-Road
11.84,1.63,3.11,54.16,80.21,None,Non-Road
72.04,7.86,16.56,7.84,142.53,Damage,Road
3.42,21.72,20.08,58.96,119.05,Pothole,Non-Road
23.3,1.11,1.6,79.75,160.21,None,Non-Road
6.31,3.02,34.59,63.12,103.12,Crack,Non-Road
0.56,10.21,16.97,61.16,142.69,Damage,Non-Road
6.09,13.08,16.35,71.55,92.61,Pothole,Non-Road
12.06,1.53,2.52,70.84,117.73,None,Non-Road
73.65,0.23,2.95,10.4,160.97,None,Road
58.36,0.96,35.94,6.05,119.91,Crack,Road
20.63,22.18,13.33,68.7,196.11,Pothole,Non-Road
8.49,4.52,29.26,47.9,119.62,Crack,Non-Road
0.0,1.61,26.77,73.89,147.69,Crack,Non-Road
7.9,7.39,17.45,52.11,121.16,Damage,Non-Road
78.6,2.45,24.96,8.86,100.7,Crack,Road
15.97,1.02,37.49,85.25,43.73,Crack,Non-Road
8.79,9.92,8.47,46.64,97.54,Damage,Non-Road
11.57,28.89,11.33,73.86,56.09,Pothole,Non-Road
85.61,3.94,31.37,9.3,127.69,Crack,Road
63.51,18.46,13.59,11.87,77.18,Pothole,Road
13.99,18.65,18.13,67.45,143.23,Pothole,Non-Road
4.87,10.34,9.68,69.82,123.48,Damage,Non-Road
65.99,1.63,0.61,7.65,102.01,None,Road
78.05,17.37,19.03,17.36,86.28,Pothole,Road
62.74,9.86,9.24,0.75,98.5,Damage,Road
60.8,1.1,30.52,3.84,116.4,Crack,Road
15.49,9.19,14.99,77.69,152.28,Damage,Non-Road
12.59,2.96,31.54,67.47,46.73,Crack,Non-Road
84.42,1.13,3.36,4.92,114.23,None,Road
11.25,21.07,9.61,75.41,136.92,Pothole,Non-Road
15.15,20.64,8.47,52.02,114.34,Pothole,Non-Road
8.23,21.35,9.93,54.68,121.11,Pothole,Non-Road
17.2,6.75,8.27,66.07,191.12,Damage,Non-Road
22.79,6.11,12.09,76.65,98.94,Damage,Non-Road
81.13,17.38,10.33,3.44,69.27,Pothole,Road
11.82,2.07,22.08,60.3,133.54,Crack,Non-Road
12.14,22.82,15.32,69.13,125.26,Pothole,Non-Road
14.14,21.8,15.15,66.81,105.1,Pothole,Non-Road
74.49,7.67,14.65,17.41,100.52,Damage,Road
18.23,0.11,1.45,71.23,49.24,None,Non-Road
67.41,9.39,15.17,11.61,88.58,Damage,Road
1.47,5.7,7.29,77.37,168.67,Damage,Non-Road
66.04,9.42,13.25,2.42,126.67,Damage,Road
69.24,23.91,13.79,4.1,113.66,Pothole,Road
65.17,1.25,30.1,9.99,121.93,Crack,Road
70.58,6.12,11.49,9.5,115.37,Damage,Road
86.7,6.76,15.13,8.1,147.92,Damage,Road
11.55,6.77,8.41,67.86,143.94,Damage,Non-Road
15.32,1.16,38.34,67.07,71.18,Crack,Non-Road
25.39,9.22,16.18,77.35,125.73,Damage,Non-Road
5.32,1.23,1.13,65.28,113.45,None,Non-Road
62.95,2.89,35.62,16.09,85.01,Crack,Road
7.83,1.62,0.2,57.76,90.81,None,Non-Road
5.68,9.32,8.01,50.81,88.49,Damage,Non-Road
53.52,2.8,32.96,13.56,114.93,Crack,Road
5.27,2.23,33.33,59.73,107.19,Crack,Non-Road
70.19,9.06,12.06,10.12,112.4,Damage,Road
75.03,8.1,15.27,13.55,28.32,Damage,Road
17.91,22.08,10.61,64.29,143.46,Pothole,Non-Road
86.46,17.94,13.62,2.25,123.18,Pothole,Road
79.9,17.65,10.83,10.95,93.68,Pothole,Road
76.11,1.53,2.21,4.92,85.69,None,Road
18.18,7.59,6.34,54.7,142.23,Damage,Non-Road
71.61,10.75,11.83,10.55,144.02,Damage,Road
5.89,9.02,9.51,81.85,123.61,Damage,Non-Road
55.7,19.9,14.14,11.12,80.4,Pothole,Road
61.59,10.95,11.45,7.55,77.24,Damage,Road
66.62,8.01,11.27,2.59,82.2,Damage,Road
70.91,6.83,13.28,21.57,140.66,Damage,Road
12.95,0.32,0.85,66.8,127.63,None,Non-Road
14.31,10.38,11.12,79.04,34.11,Damage,Non-Road
3.85,0.89,2.47,67.61,128.91,None,Non-Road
12.74,24.49,17.56,66.12,91.63,Pothole,Non-Road
15.88,7.71,17.38,88.2,97.99,Damage,Non-Road
11.14,13.94,15.72,31.26,70.85,Pothole,Non-Road
65.3,1.88,34.0,12.11,127.0,Crack,Road
4.56,15.39,16.14,67.03,80.1,Pothole,Non-Road
64.53,6.95,10.98,8.78,116.77,Damage,Road
11.39,2.37,28.86,74.49,74.69,Crack,Non-Road
61.59,1.71,1.58,5.24,99.4,None,Road
15.03,0.0,1.65,67.72,109.96,None,Non-Road
10.3,9.28,12.95,60.82,89.46,Damage,Non-Road
74.72,0.52,38.32,11.04,90.66,Crack,Road
56.36,21.35,12.37,4.66,89.09,Pothole,Road
70.63,1.64,2.31,6.31,117.39,None,Road
12.86,7.08,12.8,54.6,115.03,Damage,Non-Road
67.29,20.81,13.99,8.38,161.16,Pothole,Road
13.71,0.9,1.63,57.19,107.44,None,Non-Road
9.1,23.0,9.25,59.67,65.35,Pothole,Non-Road
74.56,9.34,17.53,8.66,140.07,Damage,Road
77.76,2.16,31.05,5.06,130.69,Crack,Road
66.84,3.31,33.37,4.77,90.04,Crack,Road
13.5,2.9,24.48,62.02,132.14,Crack,Non-Road
62.06,9.22,9.47,1.17,105.97,Damage,Road
67.07,2.78,41.95,0.67,114.19,Crack,Road
58.84,0.58,2.56,15.26,77.45,None,Road
20.51,2.21,37.57,61.1,177.06,Crack,Non-Road
60.92,0.24,3.56,0.61,103.91,None,Road
63.19,20.13,12.85,11.86,106.51,Pothole,Road
22.57,21.99,16.33,73.82,87.97,Pothole,Non-Road
73.58,6.32,18.46,6.32,96.77,Damage,Road
69.2,6.32,11.97,9.8,156.59,Damage,Road
83.08,2.35,33.76,5.11,107.18,Crack,Road
74.54,0.2,24.8,13.28,132.51,Crack,Road
11.18,0.62,30.9,63.12,118.31,Crack,Non-Road
80.18,0.92,0.0,2.29,139.35,None,Road
23.48,18.2,17.46,72.19,148.81,Pothole,Non-Road
62.29,7.95,10.81,12.7,95.4,Damage,Road
17.21,8.7,8.8,64.4,92.78,Damage,Non-Road
73.64,9.93,11.11,3.75,103.62,Damage,Road
70.44,9.89,10.79,8.97,84.64,Pothole,Road
12.23,2.41,34.16,55.57,106.69,Crack,Non-Road
20.88,1.73,26.15,90.8,78.69,Crack,Non-Road
68.02,21.12,8.87,6.68,141.12,Pothole,Road
68.06,24.28,17.82,8.01,106.68,Pothole,Road
13.67,1.6,32.68,53.91,98.66,Crack,Non-Road
4.49,7.71,19.22,89.83,91.2,Damage,Non-Road
15.11,5.22,14.93,82.7,130.85,Damage,Non-Road
13.06,3.02,8.32,72.91,89.08,Damage,Non-Road
79.57,3.54,38.19,1.04,83.4,Crack,Road
62.5,17.95,16.13,10.37,118.98,Pothole,Road
14.33,1.23,28.82,30.04,49.09,Crack,Non-Road
15.61,1.21,30.48,59.93,68.78,Crack,Non-Road
73.07,9.65,13.01,2.18,91.04,Damage,Road
79.9,1.76,32.42,0.61,124.7,Crack,Road
74.64,4.77,14.93,7.52,143.94,Damage,Road
7.18,5.79,14.22,74.73,111.37,Damage,Non-Road
66.18,0.82,1.86,0.13,150.01,None,Road
65.98,18.0,14.39,3.28,130.65,Pothole,Road
9.72,9.49,10.14,67.95,122.53,Damage,Non-Road
15.04,9.45,12.1,74.46,82.69,Damage,Non-Road
87.81,0.86,31.49,14.04,111.48,Crack,Road
59.96,1.54,0.15,8.52,101.85,None,Road
11.9,0.81,2.49,67.54,47.44,None,Non-Road
12.69,0.74,1.33,43.93,83.97,None,Non-Road
91.37,0.52,1.73,13.78,105.79,None,Road
63.68,1.94,30.79,9.97,84.74,Crack,Road
8.73,25.18,17.26,32.66,111.96,Pothole,Non-Road
0.0,5.59,11.68,59.48,98.08,Damage,Non-Road
79.73,20.08,14.93,9.95,114.09,Pothole,Road
69.93,0.19,1.71,6.32,111.39,None,Road
11.28,5.88,9.31,88.85,53.19,Damage,Non-Road
7.33,3.06,11.87,67.03,102.53,Damage,Non-Road
62.25,1.95,3.52,7.14,127.59,None,Road
72.96,5.52,14.63,14.8,63.82,Damage,Road
60.32,2.07,33.38,13.62,113.52,Crack,Road
69.21,6.91,6.25,9.04,151.56,Damage,Road
74.59,21.08,14.32,8.31,91.74,Pothole,Road
14.71,18.99,15.49,69.49,54.9,Pothole,Non-Road
12.93,2.4,28.08,69.64,115.31,Crack,Non-Road
67.78,4.2,38.43,8.97,116.32,Crack,Road
12.59,1.75,41.08,71.53,174.04,Crack,Non-Road
57.07,15.73,16.85,3.79,161.32,Pothole,Road
11.89,8.01,17.8,87.35,103.11,Damage,Non-Road
6.54,7.64,9.25,45.61,134.54,Damage,Non-Road
27.09,6.42,14.2,66.72,69.7,Damage,Non-Road
64.01,8.52,12.64,10.43,106.37,Damage,Road
10.23,29.88,14.36,57.75,81.38,Pothole,Non-Road
10.59,22.88,13.2,68.1,158.23,Pothole,Non-Road
3.09,1.74,2.01,87.02,122.46,None,Non-Road
84.49,0.5,35.33,8.66,111.0,Crack,Road
2.98,3.91,9.58,52.65,117.59,Damage,Non-Road
70.58,6.73,16.2,9.92,82.4,Damage,Road
11.65,18.25,15.75,72.91,125.69,Pothole,Non-Road
11.71,0.91,2.64,83.22,118.84,None,Non-Road
80.15,7.13,17.07,13.8,95.72,Damage,Road
72.15,8.03,17.2,6.84,89.04,Damage,Road
67.28,1.35,3.01,7.36,125.91,None,Road
62.57,0.86,1.15,8.34,95.12,None,Road
21.65,7.22,15.84,65.08,123.77,Damage,Non-Road
19.05,18.21,11.23,74.38,100.45,Pothole,Non-Road
3.3,3.36,31.54,68.69,129.54,Crack,Non-Road
23.76,16.56,17.49,64.55,80.31,Pothole,Non-Road
1.83,17.38,13.66,82.37,153.83,Pothole,Non-Road
83.58,8.81,7.58,8.17,119.09,Damage,Road
12.85,10.57,12.19,66.16,116.01,Pothole,Non-Road
57.59,15.75,15.42,8.27,82.42,Pothole,Road
73.82,1.03,2.45,7.39,53.3,None,Road
10.59,16.09,18.39,59.11,131.36,Pothole,Non-Road
74.47,2.25,41.55,12.29,88.39,Crack,Road
12.79,8.77,15.6,83.62,146.97,Damage,Non-Road
65.07,0.79,24.19,9.95,122.53,Crack,Road
59.24,0.82,1.59,16.14,133.42,None,Road
0.5,9.01,14.88,69.07,97.23,Damage,Non-Road
6.26,2.72,38.04,69.79,121.89,Crack,Non-Road
72.46,23.44,12.25,11.26,104.99,Pothole,Road
14.34,10.83,11.34,46.53,123.54,Damage,Non-Road
16.02,0.37,38.43,68.96,103.89,Crack,Non-Road
64.36,11.18,17.11,4.59,75.67,Damage,Road
68.89,7.46,18.74,6.19,121.22,Damage,Road
10.23,2.55,34.49,69.6,116.01,Crack,Non-Road
17.32,1.51,29.86,39.21,139.44,Crack,Non-Road
57.11,26.4,11.75,6.65,173.44,Pothole,Road
4.4,16.46,13.56,63.46,105.52,Pothole,Non-Road
76.75,11.48,13.74,16.85,117.95,Damage,Road
64.94,21.19,10.43,8.76,141.62,Pothole,Road
61.0,7.21,14.34,12.97,149.14,Damage,Road
13.52,1.52,0.1,76.48,132.61,None,Non-Road
71.01,1.4,3.2,9.96,129.02,None,Road
21.54,1.04,2.31,63.99,96.48,None,Non-Road
61.63,24.78,15.14,9.26,147.23,Pothole,Road
9.67,2.79,24.69,60.38,110.44,Crack,Non-Road
9.7,0.07,2.58,57.15,110.81,None,Non-Road
72.13,17.66,13.46,5.62,102.73,Pothole,Road
62.57,0.88,2.11,5.03,69.93,None,Road
64.86,3.5,36.11,7.88,113.15,Crack,Road
9.59,8.09,14.33,45.05,79.82,Damage,Non-Road
6.53,3.31,38.84,67.76,121.63,Crack,Non-Road
87.36,12.59,16.35,2.31,89.64,Pothole,Road
74.93,6.22,11.02,9.34,115.82,Damage,Road
59.81,21.54,13.54,8.06,131.42,Pothole,Road
65.68,8.39,9.8,6.43,68.51,Damage,Road
11.07,1.14,2.81,69.1,121.22,None,Non-Road
0.88,1.36,1.25,72.38,110.25,None,Non-Road
64.66,1.2,1.97,5.74,79.96,None,Road
45.2,5.66,10.35,14.34,78.45,Damage,Road
11.53,17.76,10.4,64.41,169.41,Pothole,Non-Road
78.72,9.41,4.49,11.65,80.05,Damage,Road
5.46,1.17,1.78,70.6,142.9,None,Non-Road
6.7,10.45,9.43,47.6,65.05,Damage,Non-Road
73.55,2.92,39.85,1.22,137.17,Crack,Road
75.57,1.31,1.38,3.67,107.95,None,Road
75.28,1.51,27.06,5.8,98.53,Crack,Road
62.72,1.59,1.49,8.48,109.59,None,Road
8.81,3.93,11.68,53.5,121.02,Damage,Non-Road
0.97,13.49,16.15,49.12,87.87,Pothole,Non-Road
86.5,2.3,27.3,7.83,90.96,Crack,Road
13.6,0.0,33.53,66.25,115.3,Crack,Non-Road
90.05,0.51,35.53,2.81,99.88,Crack,Road
25.89,1.46,1.74,73.42,107.65,None,Non-Road
63.7,1.08,1.72,9.72,95.41,None,Road
11.39,20.05,13.85,63.0,80.82,Pothole,Non-Road
72.89,19.86,18.69,14.15,31.41,Pothole,Road
73.67,2.56,32.05,5.77,104.07,Crack,Road
5.78,1.54,25.4,71.09,70.86,Crack,Non-Road
63.18,15.1,13.01,4.74,75.58,Pothole,Road
18.21,17.52,7.2,75.42,158.6,Pothole,Non-Road
15.0,9.5,9.99,68.24,87.38,Damage,Non-Road
68.98,1.65,2.16,4.83,103.98,None,Road
21.26,20.8,15.04,55.19,72.46,Pothole,Non-Road
75.28,2.74,24.24,6.11,88.3,Crack,Road
70.38,0.26,1.88,13.27,120.01,None,Road
84.94,1.97,45.07,5.86,102.76,Crack,Road
10.32,6.5,14.13,51.78,91.4,Damage,Non-Road
59.46,23.47,12.09,11.46,127.99,Pothole,Road
9.75,2.58,35.87,48.18,99.7,Crack,Non-Road
76.95,16.44,16.87,6.18,136.28,Pothole,Road
67.22,0.16,0.87,6.43,77.17,None,Road
14.74,15.95,13.88,60.89,91.08,Pothole,Non-Road
74.85,2.6,22.0,6.79,20.52,Crack,Road
5.5,1.29,1.87,70.89,107.85,None,Non-Road
8.63,9.95,15.99,50.39,179.45,Damage,Non-Road
3.51,23.54,17.9,73.02,103.19,Pothole,Non-Road
11.67,1.44,3.22,72.21,78.46,None,Non-Road
69.26,0.79,3.24,12.16,117.2,None,Road
21.81,0.11,3.55,80.97,55.41,None,Non-Road
54.09,1.13,3.71,6.53,133.56,None,Road
57.73,21.3,10.64,10.81,88.0,Pothole,Road
77.66,2.41,20.84,12.48,114.43,Crack,Road
8.87,9.84,17.22,57.0,139.0,Damage,Non-Road
72.42,0.56,2.58,3.79,97.08,None,Road
3.91,1.56,27.69,73.74,83.6,Crack,Non-Road
7.55,1.21,2.37,83.99,107.39,None,Non-Road
70.5,10.97,16.86,7.71,142.15,Damage,Road
12.39,5.59,10.09,62.78,89.59,Damage,Non-Road
82.26,9.04,9.44,0.62,108.35,Damage,Road
72.38,1.56,39.81,8.19,133.19,Crack,Road
13.3,1.71,30.75,43.33,84.99,Crack,Non-Road
57.36,0.96,1.33,5.01,167.04,None,Road
18.83,15.72,19.23,75.47,98.92,Pothole,Non-Road
71.14,1.62,19.75,4.82,153.03,Crack,Road
8.73,0.9,1.11,64.17,107.64,None,Non-Road
55.93,1.06,1.83,5.75,93.45,None,Road
18.82,26.62,12.13,53.94,72.0,Pothole,Non-Road
18.45,7.59,12.83,47.78,131.45,Damage,Non-Road
17.91,8.6,13.91,67.94,102.19,Damage,Non-Road
58.75,17.19,16.66,1.12,93.29,Pothole,Road
62.7,23.38,15.81,10.81,155.46,Pothole,Road
11.67,1.06,0.46,65.68,143.15,None,Non-Road
53.58,5.07,13.44,0.0,64.74,Damage,Road
8.29,16.86,20.65,55.88,98.93,Pothole,Non-Road
25.09,14.6,16.37,60.56,102.63,Pothole,Non-Road
15.22,1.19,33.68,57.72,168.59,Crack,Non-Road
84.91,0.56,1.91,13.41,136.22,None,Road
8.33,1.3,1.79,63.0,123.99,None,Non-Road
61.03,15.52,10.69,8.13,121.04,Pothole,Road
15.53,1.76,29.78,79.48,126.4,Crack,Non-Road
75.5,8.02,8.71,8.24,58.81,Damage,Road
59.39,9.12,11.59,9.17,115.3,Damage,Road
60.27,6.15,13.23,11.56,83.18,Damage,Road
69.59,1.45,32.19,11.26,101.81,Crack,Road
5.89,20.87,8.32,55.97,117.81,Pothole,Non-Road
73.63,16.46,10.31,1.57,133.6,Pothole,Road
59.14,0.59,35.4,10.32,71.24,Crack,Road
5.23,1.41,2.18,58.0,137.11,None,Non-Road
73.31,1.73,27.83,5.72,106.79,Crack,Road
68.94,8.49,11.16,2.07,125.72,Damage,Road
67.89,9.01,12.4,15.99,56.1,Damage,Road
84.07,1.01,2.78,8.8,97.42,None,Road
74.39,1.38,1.2,14.9,14.08,None,Road
65.67,8.58,9.07,7.32,71.53,Damage,Road
19.36,1.19,1.25,70.93,71.56,None,Non-Road
16.94,18.55,12.24,57.36,102.65,Pothole,Non-Road
21.81,1.08,34.89,67.39,115.11,Crack,Non-Road
61.26,0.44,0.0,10.21,127.82,None,Road
64.01,28.94,10.79,6.99,58.78,Pothole,Road
64.55,0.97,3.41,5.08,104.05,None,Road
79.1,23.74,13.88,6.68,173.81,Pothole,Road
7.79,0.43,37.97,79.83,135.6,Crack,Non-Road
62.05,1.41,3.86,6.1,135.38,None,Road
85.12,1.13,0.97,7.53,104.5,None,Road
15.57,6.93,7.33,79.27,69.38,Damage,Non-Road
10.22,10.21,14.02,64.45,159.75,Damage,Non-Road
72.37,1.85,1.54,5.77,122.01,None,Road
69.66,2.01,26.06,2.04,60.48,Crack,Road
9.3,6.62,14.45,78.42,36.28,Damage,Non-Road
62.87,27.27,18.04,8.22,137.26,Pothole,Road
92.82,1.56,43.41,13.38,110.82,Crack,Road
11.94,19.32,13.89,81.18,118.31,Pothole,Non-Road
12.61,19.97,12.95,62.08,122.29,Pothole,Non-Road
75.59,0.38,1.32,7.06,75.04,None,Road
12.73,0.5,2.51,61.82,82.01,None,Non-Road
69.12,1.96,29.12,16.53,137.83,Crack,Road
56.67,1.45,33.65,9.0,100.92,Crack,Road
70.74,1.39,1.83,7.42,99.52,None,Road
67.78,1.52,2.35,11.05,100.34,None,Road
77.88,0.87,0.81,3.69,102.02,None,Road
11.08,1.67,1.96,74.02,120.42,None,Non-Road
4.29,17.88,16.46,61.47,134.5,Pothole,Non-Road
17.36,18.15,14.39,65.22,112.11,Pothole,Non-Road
24.81,2.19,39.43,63.21,128.24,Crack,Non-Road
68.32,14.06,10.66,8.75,116.43,Damage,Road
9.94,8.2,14.35,62.47,93.68,Damage,Non-Road
72.44,2.02,1.87,7.21,82.44,None,Road
15.82,2.27,33.42,57.64,80.7,Crack,Non-Road
82.06,1.77,25.7,14.69,87.68,Crack,Road
16.98,0.0,2.24,69.49,102.81,None,Non-Road
82.23,15.97,7.74,7.68,65.84,Pothole,Road
51.28,1.11,35.0,9.48,94.93,Crack,Road
83.44,7.76,8.21,5.37,95.92,Damage,Road
10.71,3.53,28.85,66.65,97.83,Crack,Non-Road
74.09,1.82,30.35,7.92,108.32,Crack,Road
62.82,0.66,1.36,9.19,119.6,None,Road
67.0,7.76,10.61,15.7,106.31,Damage,Road
4.69,2.57,37.97,56.54,167.61,Crack,Non-Road
83.29,0.51,1.54,1.75,98.34,None,Road
77.53,10.89,16.54,1.7,94.92,Damage,Road
83.11,17.79,15.71,14.71,158.85,Pothole,Road
6.42,2.34,28.41,50.59,123.02,Crack,Non-Road
75.68,8.07,10.51,8.6,87.96,Damage,Road
62.59,1.46,37.16,4.42,95.0,Crack,Road
73.99,3.96,7.62,10.66,93.25,Damage,Road
17.85,5.99,12.34,71.08,89.12,Damage,Non-Road
65.58,0.84,1.12,5.96,61.39,None,Road
85.55,21.15,13.2,8.22,101.39,Pothole,Road
13.39,7.92,13.64,63.61,145.7,Damage,Non-Road
5.7,1.82,42.66,45.24,67.37,Crack,Non-Road
12.57,22.67,18.03,88.88,98.54,Pothole,Non-Road
6.54,2.18,1.47,72.71,78.72,None,Non-Road
81.73,2.8,35.92,12.72,113.91,Crack,Road
6.79,1.8,27.85,63.44,133.54,Crack,Non-Road
12.18,13.8,12.8,58.33,114.34,Pothole,Non-Road
18.75,1.33,0.34,67.93,135.59,None,Non-Road
17.95,1.6,28.95,69.34,119.14,Crack,Non-Road
66.13,6.39,10.49,5.24,167.8,Damage,Road
74.14,23.92,18.17,15.71,88.43,Pothole,Road
7.44,22.38,13.02,63.08,154.1,Pothole,Non-Road
16.5,3.94,36.9,72.71,130.18,Crack,Non-Road
59.38,1.25,1.52,12.64,108.53,None,Road
17.49,18.29,13.14,55.32,145.47,Pothole,Non-Road
1.48,0.88,1.45,56.39,131.29,None,Non-Road
7.14,7.85,12.73,50.21,77.59,Damage,Non-Road
2.53,9.12,10.11,57.67,97.21,Damage,Non-Road
0.32,3.52,34.53,56.85,81.76,Crack,Non-Road
10.78,10.68,7.42,62.43,69.25,Damage,Non-Road
72.7,1.43,28.72,7.95,114.77,Crack,Road
65.18,16.6,12.38,5.47,132.67,Pothole,Road
6.37,1.56,2.24,48.74,86.14,None,Non-Road
65.19,5.62,6.35,0.22,63.6,Damage,Road
64.66,4.68,9.32,1.8,115.72,Damage,Road
0.0,0.82,1.01,72.03,129.98,None,Non-Road
64.71,1.54,2.71,15.12,145.17,None,Road
15.81,1.61,33.45,65.76,127.36,Crack,Non-Road
7.89,1.59,33.68,63.82,78.56,Crack,Non-Road
6.3,6.21,10.87,43.71,132.85,Damage,Non-Road
13.87,12.1,9.97,74.16,137.24,Damage,Non-Road
50.23,3.67,17.94,12.11,102.91,Damage,Road
63.55,0.82,1.37,2.51,179.02,None,Road
7.06,0.75,1.33,58.63,172.42,None,Non-Road
15.95,8.94,11.79,58.8,115.1,Damage,Non-Road
63.43,23.63,14.63,9.76,85.96,Pothole,Road
86.78,2.84,27.22,12.72,112.52,Crack,Road
15.48,20.87,16.95,66.01,109.22,Pothole,Non-Road
20.36,17.84,15.0,64.52,101.55,Pothole,Non-Road
15.49,1.56,2.51,61.12,120.24,None,Non-Road
5.81,9.13,12.9,77.61,106.22,Damage,Non-Road
13.55,21.7,14.17,69.92,83.51,Pothole,Non-Road
8.52,0.69,1.9,36.22,169.99,None,Non-Road
